XCOLLAR,YCOLLAR,ZCOLLAR,Ni
408398.59,87199.88,509.62,1.31
408398.59,87199.88,508.62,1.79
408398.59,87199.88,507.62,1.93
408398.59,87199.88,506.62,2.6
408398.59,87199.88,505.62,2.63
408398.59,87199.88,504.62,2.32
408398.59,87199.88,503.62,2.5
408398.59,87199.88,502.62,2.11
408398.59,87199.88,501.62,1.02
408398.59,87199.88,500.62,1.19
408398.59,87199.88,499.62,1.22
408398.59,87199.88,498.62,1.03
408398.59,87199.88,497.62,0.32
408398.59,87199.88,496.62,0.36
408398.59,87199.88,495.62,0.25
408398.59,87199.88,494.62,0.25
408398.59,87199.88,493.62,0.31
408399.41,87225.96,522.82,1.04
408399.41,87225.96,521.82,1.09
408399.41,87225.96,520.82,0.98
408399.41,87225.96,519.82,0.79
408399.41,87225.96,518.82,1.03
408399.41,87225.96,517.82,0.93
408399.41,87225.96,516.82,0.86
408399.41,87225.96,515.82,0.8
408399.41,87225.96,514.82,0.9
408399.41,87225.96,513.82,1.9
408399.41,87225.96,512.82,0.47
408399.41,87225.96,511.82,0.08
408399.41,87225.96,510.82,2.47
408399.41,87225.96,509.82,3.34
408399.41,87225.96,508.82,2.24
408399.41,87225.96,507.82,1.93
408399.41,87225.96,506.82,1.51
408399.41,87225.96,505.82,0.38
408399.41,87225.96,504.82,0.14
408399.41,87225.96,503.82,0.18
408399.41,87225.96,502.82,0.16
408399.41,87225.96,501.82,0.51
408399.41,87225.96,500.82,0.23
408399.41,87225.96,499.82,0.53
408399.41,87225.96,498.82,1.35
408400.03,87249.02,525.43,0.77
408400.03,87249.02,524.43,1.01
408400.03,87249.02,523.43,1.29
408400.03,87249.02,522.43,1.25
408400.03,87249.02,521.43,1.1
408400.03,87249.02,520.43,1.06
408400.03,87249.02,519.43,1.54
408400.03,87249.02,518.43,1.62
408400.03,87249.02,517.43,0.68
408400.03,87249.02,516.43,0.62
408400.03,87249.02,515.43,1.25
408400.03,87249.02,514.43,0.99
408400.03,87249.02,513.43,0.57
408400.03,87249.02,512.43,1.26
408400.03,87249.02,511.43,0.46
408400.03,87249.02,510.43,0.64
408400.03,87249.02,509.43,1.35
408400.03,87249.02,508.43,1.68
408400.03,87249.02,507.43,1.93
408400.03,87249.02,506.43,1.65
408400.03,87249.02,505.43,0.2
408400.03,87249.02,504.43,0.78
408400.03,87249.02,503.43,0.87
408400.03,87249.02,502.43,0.72
408400.03,87249.02,501.43,1.46
408402.88,87276.28,529.38,0.96
408402.88,87276.28,528.38,1.15
408402.88,87276.28,527.38,0.93
408402.88,87276.28,526.38,1.13
408402.88,87276.28,525.38,1.24
408402.88,87276.28,524.38,1
408402.88,87276.28,523.38,1.36
408402.88,87276.28,522.38,1.04
408402.88,87276.28,521.38,1.01
408402.88,87276.28,520.38,1.84
408402.88,87276.28,519.38,2.47
408402.88,87276.28,518.38,1.96
408402.88,87276.28,517.38,0.99
408402.88,87276.28,516.38,1.16
408402.88,87276.28,515.38,0.23
408402.88,87276.28,514.38,0.49
408402.88,87276.28,513.38,0.85
408402.88,87276.28,512.38,0.71
408402.88,87276.28,511.38,0.45
408402.88,87276.28,510.38,0.19
408402.88,87276.28,509.38,0.12
408402.88,87276.28,508.38,0.2
408400.16,87299.96,531.97,1
408400.16,87299.96,530.97,0.99
408400.16,87299.96,529.97,0.99
408400.16,87299.96,528.97,1.22
408400.16,87299.96,527.97,1.45
408400.16,87299.96,526.97,1.61
408400.16,87299.96,525.97,0.36
408400.16,87299.96,524.97,1.01
408400.16,87299.96,523.97,1.2
408400.16,87299.96,522.97,0.81
408400.16,87299.96,521.97,0.32
408400.16,87299.96,520.97,0.38
408400.16,87299.96,519.97,0.21
408400.16,87299.96,518.97,0.23
408400.16,87299.96,517.97,0.38
408400.16,87299.96,516.97,0.19
408400.16,87299.96,515.97,0.18
408400.16,87299.96,514.97,0.16
408425.5,87324.96,533.12,0.79
408425.5,87324.96,532.12,0.7
408425.5,87324.96,531.12,1.58
408425.5,87324.96,530.12,1.26
408425.5,87324.96,529.12,1.7
408425.5,87324.96,528.12,0.53
408425.5,87324.96,527.12,0.38
408425.5,87324.96,526.12,0.3
408425.5,87324.96,525.12,0.2
408425.5,87324.96,524.12,0.19
408425.5,87324.96,523.12,0.23
408425.5,87324.96,522.12,0.24
408425.5,87324.96,521.12,0.27
408425.5,87324.96,520.12,0.22
408425.5,87324.96,519.12,0.21
408425.5,87324.96,518.12,0.37
408425.5,87324.96,517.12,0.19
408425.5,87324.96,516.12,0.25
408425.5,87324.96,515.12,0.5
408425.5,87324.96,514.12,0.43
408425.5,87324.96,513.12,0.38
408425.5,87324.96,512.12,0.36
408425.5,87324.96,511.12,0.17
408425.5,87324.96,510.12,0.15
408425.5,87324.96,509.12,0.15
408425.38,87350.24,530.71,0.78
408425.38,87350.24,529.71,0.66
408425.38,87350.24,528.71,0.45
408425.38,87350.24,527.71,0.31
408425.38,87350.24,526.71,0.68
408425.38,87350.24,525.71,0.55
408425.38,87350.24,524.71,1.03
408425.38,87350.24,523.71,1.42
408425.38,87350.24,522.71,1.89
408425.38,87350.24,521.71,1.74
408425.38,87350.24,520.71,1.25
408425.38,87350.24,519.71,1.58
408425.38,87350.24,518.71,1.73
408425.38,87350.24,517.71,1.58
408425.38,87350.24,516.71,0.97
408425.38,87350.24,515.71,0.25
408425.38,87350.24,514.71,0.24
408425.38,87350.24,513.71,0.47
408425.38,87350.24,512.71,0.46
408423.88,87375.02,525.02,0.66
408423.88,87375.02,524.02,0.88
408423.88,87375.02,523.02,1.09
408423.88,87375.02,522.02,0.93
408423.88,87375.02,521.02,1.05
408423.88,87375.02,520.02,0.64
408423.88,87375.02,519.02,1.12
408423.88,87375.02,518.02,0.73
408423.88,87375.02,517.02,2.07
408423.88,87375.02,516.02,0.63
408423.88,87375.02,515.02,1.61
408423.88,87375.02,514.02,1.81
408423.88,87375.02,513.02,1.71
408423.88,87375.02,512.02,1.27
408423.88,87375.02,511.02,1.27
408423.88,87375.02,510.02,0.72
408423.88,87375.02,509.02,0.77
408423.88,87375.02,508.02,1.25
408423.88,87375.02,507.02,1.9
408423.88,87375.02,506.02,1.37
408423.88,87375.02,505.02,0.25
408423.88,87375.02,504.02,0.2
408423.88,87375.02,503.02,0.32
408423.88,87375.02,502.02,0.2
408423.88,87375.02,501.02,0.35
408424.88,87149.3,509.19,1.2
408424.88,87149.3,508.19,0.93
408424.88,87149.3,507.19,1.18
408424.88,87149.3,506.19,2.8
408424.88,87149.3,505.19,3.08
408424.88,87149.3,504.19,2.27
408424.88,87149.3,503.19,1.34
408424.88,87149.3,502.19,1.56
408424.88,87149.3,501.19,1.82
408424.88,87149.3,500.19,2.78
408424.88,87149.3,499.19,2.63
408424.88,87149.3,498.19,2.26
408424.88,87149.3,497.19,1.52
408424.88,87149.3,496.19,0.85
408424.88,87149.3,495.19,1.23
408424.88,87149.3,494.19,1.4
408424.88,87149.3,493.19,2.49
408424.88,87149.3,492.19,1.74
408424.88,87149.3,491.19,1.62
408424.88,87149.3,490.19,2.23
408424.88,87149.3,489.19,1.54
408424.88,87149.3,488.19,1.02
408424.88,87149.3,487.19,1.42
408424.88,87149.3,486.19,1.51
408424.88,87149.3,485.19,0.5
408424.88,87149.3,484.19,0.67
408425.22,87175.51,506.7,0.87
408425.22,87175.51,505.7,0.97
408425.22,87175.51,504.7,1.49
408425.22,87175.51,503.7,2.86
408425.22,87175.51,502.7,2.28
408425.22,87175.51,501.7,1.92
408425.22,87175.51,500.7,2.56
408425.22,87175.51,499.7,2.36
408425.22,87175.51,498.7,2.36
408425.22,87175.51,497.7,2.41
408425.22,87175.51,496.7,1.45
408425.22,87175.51,495.7,2.09
408425.22,87175.51,494.7,2.92
408425.22,87175.51,493.7,2.14
408425.22,87175.51,492.7,0.43
408425.22,87175.51,491.7,0.85
408425.22,87175.51,490.7,1.14
408425.22,87175.51,489.7,0.61
408425.22,87175.51,488.7,1.32
408425.22,87175.51,487.7,0.43
408425.22,87175.51,486.7,1.3
408425.22,87175.51,485.7,0.26
408425.22,87175.51,484.7,0.18
408425.22,87175.51,483.7,0.7
408425.22,87175.51,482.7,1.44
408425.22,87175.51,481.7,0.86
408425.03,87199.96,513.17,0.78
408425.03,87199.96,512.17,1.24
408425.03,87199.96,511.17,2.06
408425.03,87199.96,510.17,2.48
408425.03,87199.96,509.17,2.33
408425.03,87199.96,508.17,2.68
408425.03,87199.96,507.17,2.71
408425.03,87199.96,506.17,2.62
408425.03,87199.96,505.17,2.01
408425.03,87199.96,504.17,2.07
408425.03,87199.96,503.17,2.12
408425.03,87199.96,502.17,1.55
408425.03,87199.96,501.17,1.07
408425.03,87199.96,500.17,0.83
408425.03,87199.96,499.17,0.54
408425.03,87199.96,498.17,0.3
408425.03,87199.96,497.17,0.28
408425.03,87199.96,496.17,0.27
408425.03,87199.96,495.17,1.66
408425.03,87199.96,494.17,1.07
408425.03,87199.96,493.17,1.06
408425.03,87199.96,492.17,1.54
408425.03,87199.96,491.17,1.16
408425.03,87199.96,490.17,1.41
408425.03,87199.96,489.17,1.66
408425.34,87224.99,519.44,0.86
408425.34,87224.99,518.44,0.89
408425.34,87224.99,517.44,0.75
408425.34,87224.99,516.44,0.97
408425.34,87224.99,515.44,0.73
408425.34,87224.99,514.44,0.64
408425.34,87224.99,513.44,0.71
408425.34,87224.99,512.44,0.94
408425.34,87224.99,511.44,1.13
408425.34,87224.99,510.44,1.14
408425.34,87224.99,509.44,1.18
408425.34,87224.99,508.44,1.41
408425.34,87224.99,507.44,1.52
408425.34,87224.99,506.44,2.92
408425.34,87224.99,505.44,2.35
408425.34,87224.99,504.44,2.65
408425.34,87224.99,503.44,0.39
408425.34,87224.99,502.44,0.6
408425.34,87224.99,501.44,0.16
408425.34,87224.99,500.44,0.47
408424.94,87248.76,521.3,1.17
408424.94,87248.76,520.3,0.96
408424.94,87248.76,519.3,2.2
408424.94,87248.76,518.3,2.59
408424.94,87248.76,517.3,2.51
408424.94,87248.76,516.3,1.4
408424.94,87248.76,515.3,1.44
408424.94,87248.76,514.3,2.17
408424.94,87248.76,513.3,1.8
408424.94,87248.76,512.3,2.1
408424.94,87248.76,511.3,2.04
408424.94,87248.76,510.3,1.03
408424.94,87248.76,509.3,1.82
408424.94,87248.76,508.3,1.1
408424.94,87248.76,507.3,0.97
408424.94,87248.76,506.3,0.19
408424.94,87248.76,505.3,0.41
408424.94,87248.76,504.3,0.34
408424.94,87248.76,503.3,0.23
408424.34,87274.86,526.17,0.87
408424.34,87274.86,525.17,1.19
408424.34,87274.86,524.17,1.06
408424.34,87274.86,523.17,1.1
408424.34,87274.86,522.17,1.09
408424.34,87274.86,521.17,4.11
408424.34,87274.86,520.17,3.84
408424.34,87274.86,519.17,3.11
408424.34,87274.86,518.17,1.46
408424.34,87274.86,517.17,0.97
408424.34,87274.86,516.17,2.79
408424.34,87274.86,515.17,2.44
408424.34,87274.86,514.17,2.55
408424.34,87274.86,513.17,2.7
408424.34,87274.86,512.17,1.69
408424.34,87274.86,511.17,0.61
408424.34,87274.86,510.17,1.06
408424.72,87299.96,530.76,1.08
408424.72,87299.96,529.76,1
408424.72,87299.96,528.76,1.15
408424.72,87299.96,527.76,1.1
408424.72,87299.96,526.76,1.21
408424.72,87299.96,525.76,1.27
408424.72,87299.96,524.76,0.71
408424.72,87299.96,523.76,1.53
408424.72,87299.96,522.76,0.87
408424.72,87299.96,521.76,1.17
408424.72,87299.96,520.76,1.47
408424.72,87299.96,519.76,1.55
408424.72,87299.96,518.76,0.33
408424.72,87299.96,517.76,0.15
408424.72,87299.96,516.76,0.75
408424.72,87299.96,515.76,0.3
408424.72,87299.96,514.76,0.28
408424.72,87299.96,513.76,0.34
408424.72,87299.96,512.76,0.3
408424.72,87299.96,511.76,0.37
408424.72,87299.96,510.76,0.21
408450.5,87324.14,533.97,0.96
408450.5,87324.14,532.97,1.16
408450.5,87324.14,531.97,1.26
408450.5,87324.14,530.97,1.3
408450.5,87324.14,529.97,0.99
408450.5,87324.14,528.97,0.36
408450.5,87324.14,527.97,0.9
408450.5,87324.14,526.97,1.77
408450.5,87324.14,525.97,1.7
408450.5,87324.14,524.97,1.49
408450.5,87324.14,523.97,1.45
408450.5,87324.14,522.97,1.86
408450.5,87324.14,521.97,2.5
408450.5,87324.14,520.97,2.38
408450.5,87324.14,519.97,2.22
408450.5,87324.14,518.97,1.8
408450.5,87324.14,517.97,0.71
408450.5,87324.14,516.97,0.99
408450.5,87324.14,515.97,0.72
408450.5,87324.14,514.97,0.14
408450.5,87324.14,513.97,0.54
408450.5,87324.14,512.97,0.35
408450.5,87324.14,511.97,0.34
408450.5,87324.14,510.97,0.11
408449.97,87350.28,535.8,1.18
408449.97,87350.28,534.8,1.52
408449.97,87350.28,533.8,0.39
408449.97,87350.28,532.8,0.51
408449.97,87350.28,531.8,1.39
408449.97,87350.28,530.8,1.23
408449.97,87350.28,529.8,1.38
408449.97,87350.28,528.8,1.2
408449.97,87350.28,527.8,0.16
408449.97,87350.28,526.8,0.51
408449.97,87350.28,525.8,0.21
408449.97,87350.28,524.8,0.16
408449.97,87350.28,523.8,0.18
408449.97,87350.28,522.8,0.22
408449.97,87350.28,521.8,0.26
408449.97,87350.28,520.8,0.26
408449.97,87350.28,519.8,0.35
408449.97,87350.28,518.8,1.18
408449.97,87350.28,517.8,0.19
408449.97,87350.28,516.8,0.18
408449.97,87350.28,515.8,0.2
408449.97,87350.28,514.8,0.17
408449.97,87350.28,513.8,0.19
408449.22,87376.84,528.12,0.99
408449.22,87376.84,527.12,1.19
408449.22,87376.84,526.12,1.2
408449.22,87376.84,525.12,1.2
408449.22,87376.84,524.12,1.17
408449.22,87376.84,523.12,1.18
408449.22,87376.84,522.12,1.23
408449.22,87376.84,521.12,1.03
408449.22,87376.84,520.12,1.24
408449.22,87376.84,519.12,1.62
408449.22,87376.84,518.12,0.95
408449.22,87376.84,517.12,1.01
408449.22,87376.84,516.12,0.93
408449.22,87376.84,515.12,0.07
408449.22,87376.84,514.12,0.09
408449.22,87376.84,513.12,0.13
408449.22,87376.84,512.12,0.15
408449.22,87376.84,511.12,0.08
408449.22,87376.84,510.12,0.04
408449.22,87376.84,509.12,0.07
408449.22,87376.84,508.12,0.06
408450.25,87149.42,507.87,0.82
408450.25,87149.42,506.87,1.19
408450.25,87149.42,505.87,1.4
408450.25,87149.42,504.87,1.4
408450.25,87149.42,503.87,1.64
408450.25,87149.42,502.87,2.35
408450.25,87149.42,501.87,0.73
408450.25,87149.42,500.87,1.73
408450.25,87149.42,499.87,2.63
408450.25,87149.42,498.87,2.32
408450.25,87149.42,497.87,1.69
408450.25,87149.42,496.87,1.28
408450.25,87149.42,495.87,0.51
408450.25,87149.42,494.87,1.1
408450.25,87149.42,493.87,1.02
408450.25,87149.42,492.87,0.27
408450.25,87149.42,491.87,0.35
408450.25,87149.42,490.87,0.44
408450.25,87149.42,489.87,0.81
408450.25,87149.42,488.87,0.19
408450.25,87149.42,487.87,0.19
408450.25,87149.42,486.87,0.25
408450.25,87149.42,485.87,0.59
408450.25,87149.42,484.87,0.67
408450.25,87149.42,483.87,0.77
408447.63,87174.37,511.08,1.26
408447.63,87174.37,510.08,1.16
408447.63,87174.37,509.08,1.14
408447.63,87174.37,508.08,1.89
408447.63,87174.37,507.08,1.71
408447.63,87174.37,506.08,1.85
408447.63,87174.37,505.08,1.5
408447.63,87174.37,504.08,2.12
408447.63,87174.37,503.08,2.08
408447.63,87174.37,502.08,2.48
408447.63,87174.37,501.08,2.82
408447.63,87174.37,500.08,2.85
408447.63,87174.37,499.08,2.25
408447.63,87174.37,498.08,1.88
408447.63,87174.37,497.08,1.59
408447.63,87174.37,496.08,1.93
408447.63,87174.37,495.08,1.24
408447.63,87174.37,494.08,1.49
408447.63,87174.37,493.08,1.87
408447.63,87174.37,492.08,1.66
408447.63,87174.37,491.08,0.33
408447.63,87174.37,490.08,0.2
408447.63,87174.37,489.08,0.2
408447.63,87174.37,488.08,0.15
408447.63,87174.37,487.08,0.22
408450.13,87199.98,508.94,0.92
408450.13,87199.98,507.94,0.98
408450.13,87199.98,506.94,1.11
408450.13,87199.98,505.94,1.36
408450.13,87199.98,504.94,0.89
408450.13,87199.98,503.94,1.49
408450.13,87199.98,502.94,1.78
408450.13,87199.98,501.94,1.28
408450.13,87199.98,500.94,1.29
408450.13,87199.98,499.94,1.7
408450.13,87199.98,498.94,2.19
408450.13,87199.98,497.94,1.68
408450.13,87199.98,496.94,0.53
408450.13,87199.98,495.94,0.23
408450.13,87199.98,494.94,0.62
408450.13,87199.98,493.94,1.09
408450.13,87199.98,492.94,0.27
408450.13,87199.98,491.94,0.82
408450.13,87199.98,490.94,0.23
408452.06,87224.64,512.06,0.84
408452.06,87224.64,511.06,0.81
408452.06,87224.64,510.06,1.27
408452.06,87224.64,509.06,1.55
408452.06,87224.64,508.06,1.38
408452.06,87224.64,507.06,1.06
408452.06,87224.64,506.06,0.84
408452.06,87224.64,505.06,0.49
408452.06,87224.64,504.06,1.2
408452.06,87224.64,503.06,0.64
408452.06,87224.64,502.06,0.24
408452.06,87224.64,501.06,0.47
408452.06,87224.64,500.06,0.78
408452.06,87224.64,499.06,0.69
408452.06,87224.64,498.06,0.76
408452.06,87224.64,497.06,0.46
408452.06,87224.64,496.06,0.59
408452.06,87224.64,495.06,0.37
408452.06,87224.64,494.06,1.46
408452.06,87224.64,493.06,1.7
408452.06,87224.64,492.06,2.24
408452.06,87224.64,491.06,1.37
408452.06,87224.64,490.06,2.15
408452.06,87224.64,489.06,1.83
408452.06,87224.64,488.06,2.17
408449.63,87248.82,515.8,0.9
408449.63,87248.82,514.8,1.09
408449.63,87248.82,513.8,1.15
408449.63,87248.82,512.8,1.22
408449.63,87248.82,511.8,1.09
408449.63,87248.82,510.8,1.14
408449.63,87248.82,509.8,1.12
408449.63,87248.82,508.8,0.35
408449.63,87248.82,507.8,0.99
408449.63,87248.82,506.8,1.2
408449.63,87248.82,505.8,0.68
408449.63,87248.82,504.8,0.76
408449.63,87248.82,503.8,1.12
408449.63,87248.82,502.8,1.7
408449.63,87248.82,501.8,2.25
408449.63,87248.82,500.8,2.14
408449.63,87248.82,499.8,1.35
408449.63,87248.82,498.8,1.49
408449.63,87248.82,497.8,1.87
408449.63,87248.82,496.8,1.86
408449.63,87248.82,495.8,1.69
408449.63,87248.82,494.8,1.59
408449.63,87248.82,493.8,2.14
408449.63,87248.82,492.8,0.71
408449.63,87248.82,491.8,1.35
408449.63,87273.68,520.76,1.17
408449.63,87273.68,519.76,1.35
408449.63,87273.68,518.76,1.46
408449.63,87273.68,517.76,1.75
408449.63,87273.68,516.76,1.58
408449.63,87273.68,515.76,1.33
408449.63,87273.68,514.76,1.73
408449.63,87273.68,513.76,1.82
408449.63,87273.68,512.76,1.82
408449.63,87273.68,511.76,1.35
408449.63,87273.68,510.76,0.77
408449.63,87273.68,509.76,0.07
408449.63,87273.68,508.76,0.56
408449.63,87273.68,507.76,0.84
408449.63,87273.68,506.76,0.31
408449.63,87273.68,505.76,0.09
408449.63,87273.68,504.76,0.14
408449.88,87299.79,528.43,0.85
408449.88,87299.79,527.43,0.86
408449.88,87299.79,526.43,0.54
408449.88,87299.79,525.43,1.3
408449.88,87299.79,524.43,1.65
408449.88,87299.79,523.43,1.19
408449.88,87299.79,522.43,0.64
408449.88,87299.79,521.43,1.11
408449.88,87299.79,520.43,2.17
408449.88,87299.79,519.43,1.26
408449.88,87299.79,518.43,1.51
408449.88,87299.79,517.43,0.82
408449.88,87299.79,516.43,0.27
408449.88,87299.79,515.43,0.38
408449.88,87299.79,514.43,0.31
408449.88,87299.79,513.43,0.65
408449.88,87299.79,512.43,0.49
408449.88,87299.79,511.43,0.18
408449.88,87299.79,510.43,0.54
408449.88,87299.79,509.43,0.14
408449.88,87299.79,508.43,0.29
408449.88,87299.79,507.43,0.41
408449.88,87299.79,506.43,0.36
408449.88,87299.79,505.43,0.35
408449.88,87299.79,504.43,0.19
